2021-09-04-12-23-08#834116234@3234.109.220.239 (1).log,12:00:04.146 Selected winner!,12:00:22.630 Requesting to send SMS...,12:00:25.630 Delaying 30500 ms. Resume at 12:00:56.130,12:00:56.195 Logged in.,12:00:56.851 Delaying 121772 ms. Resume at 12:02:58.623,12:02:58.961 Requesting to send the second OTP...,12:02:59.508 Delaying 30375 ms. Resume at 12:03:29.883
2021-09-04-12-24-08#000116234@1134.109.220.239 (1).log,12:00:02.623 Selected winner!,12:00:03.514 Delaying 16551 ms. Resume at 12:00:20.065,12:00:20.607 Requesting to send SMS...,12:00:20.998 Logged out.
